dep;vaccin;jour;n_tot_dose1;n_tot_dose2;n_tot_dose3;n_tot_dose4;n_tot_complet;n_tot_rappel;n_tot_2_rappel;n_tot_rappel_biv;n_tot_3_rappel
978;6;2023-07-10;23;12;1;6;19;1;6;0;0
978;8;2023-07-10;52;70;48;201;58;65;197;361;96
978;9;2023-07-10;0;0;2;0;0;0;2;5;3
978;12;2023-07-10;0;1;0;0;1;0;0;0;0
01;0;2023-07-10;493049;473280;333503;82090;488417;371538;87567;52452;18024
02;0;2023-07-10;419878;407027;304787;75540;415358;329138;79335;44654;17687
03;0;2023-07-10;274042;267284;210103;59878;271471;222669;60840;34662;12447
04;0;2023-07-10;120596;115458;83938;22604;118949;91212;23762;13809;5059
05;0;2023-07-10;110642;105620;75493;19861;109210;83199;20983;12298;4349
06;0;2023-07-10;865939;823757;596288;152569;854156;654851;161217;91432;36458
07;0;2023-07-10;253166;244233;177364;48531;250419;194095;50921;29999;10606
08;0;2023-07-10;213462;207396;157193;42210;211304;168848;43904;24856;9844
09;0;2023-07-10;115382;111652;84925;22833;114015;89242;23060;13138;4576
10;0;2023-07-10;238489;231134;174680;45550;236097;187124;46891;27265;9765
11;0;2023-07-10;292123;281833;213564;60453;288610;226139;62010;36161;13873
12;0;2023-07-10;221191;214600;162976;42336;218791;172344;43033;25602;7888
13;0;2023-07-10;1508453;1424142;996465;228882;1485414;1103333;243086;144139;50719
14;0;2023-07-10;583023;569272;445597;123050;577595;469409;126707;78746;29988
15;0;2023-07-10;120029;117596;93367;24910;118998;97838;25117;14484;4745
16;0;2023-07-10;288488;281859;222368;68230;285548;232051;70237;41392;17522
17;0;2023-07-10;563460;550233;432365;141852;557945;449690;144652;88752;38263
18;0;2023-07-10;242807;236870;185343;55156;240430;196683;57065;31538;13515
19;0;2023-07-10;196113;191386;150138;42685;194173;156956;42903;25869;9531
21;0;2023-07-10;422240;409150;309380;88345;417962;330218;90741;57350;21289
22;0;2023-07-10;516707;505554;401828;119933;511318;416132;121363;74384;28763
23;0;2023-07-10;92440;90636;72457;21014;91514;75628;21649;11224;4268
24;0;2023-07-10;336093;327133;255411;78158;332189;268636;80011;46215;18932
25;0;2023-07-10;405301;387823;276424;67506;401272;304154;70647;41297;13885
26;0;2023-07-10;399408;383613;274743;72876;395016;299926;75322;45103;16458
27;0;2023-07-10;481979;467999;350754;89025;477089;375721;93789;55554;21776
28;0;2023-07-10;344909;335380;256434;70163;341300;271931;73207;43073;17961
29;0;2023-07-10;783496;769344;623008;201331;776168;638669;204230;130319;53961
2A;0;2023-07-10;114610;110822;82703;14977;112943;85826;15092;9126;2968
2B;0;2023-07-10;123256;118290;87933;17480;121422;92843;17924;10763;3579
30;0;2023-07-10;586666;561227;409830;114823;579266;446982;120479;73347;28011
31;0;2023-07-10;1091271;1051128;771102;184603;1079802;828049;191531;121278;43733
32;0;2023-07-10;156408;152429;119278;34280;154663;124442;34646;20364;7383
33;0;2023-07-10;1347247;1305168;991508;274384;1332516;1046766;282182;180914;72528
34;0;2023-07-10;933097;893885;659859;179662;922010;708577;186091;117870;45171
35;0;2023-07-10;893123;869653;661024;171416;884842;698113;177000;113614;37907
36;0;2023-07-10;178431;174386;138570;40064;176757;146563;41272;21964;8168
37;0;2023-07-10;502357;488607;379014;118424;497925;402194;122744;77026;33060
38;0;2023-07-10;1012496;972176;693171;181975;1002686;764430;191711;119428;43934
39;0;2023-07-10;200981;193451;140259;36053;198907;154576;38205;22467;7463
40;0;2023-07-10;357415;348834;271562;82536;353922;283711;83261;51367;20221
41;0;2023-07-10;272631;265536;208294;63871;270033;220661;66288;39093;16546
42;0;2023-07-10;594034;567425;398639;104582;588453;450782;111815;66241;22550
43;0;2023-07-10;178632;171350;120640;27140;176930;135308;28462;16302;4803
44;0;2023-07-10;1183942;1153020;875585;246246;1172879;921584;252969;167745;63836
45;0;2023-07-10;539418;521751;396728;114789;533751;423522;119114;72073;30694
46;0;2023-07-10;137736;134266;104990;30695;136150;108884;30836;18234;6658
47;0;2023-07-10;264038;256414;196747;52026;260896;204666;52351;29950;10967
48;0;2023-07-10;58278;55954;41051;10019;57672;44665;10298;5857;1604
49;0;2023-07-10;666950;649487;492819;139105;661055;523587;143789;88674;33570
50;0;2023-07-10;424032;415296;330150;92163;420034;344894;94576;56710;20339
51;0;2023-07-10;445138;432006;329053;91921;440640;352585;96553;56959;23374
52;0;2023-07-10;135621;131803;100893;26278;134303;108997;27655;14882;5431
53;0;2023-07-10;252704;246766;188790;45590;250283;200569;47753;27699;8284
54;0;2023-07-10;570110;552065;418493;116548;564142;451925;121256;76947;30000
55;0;2023-07-10;146040;141864;108578;29679;144416;116925;31326;17400;6496
56;0;2023-07-10;652890;638080;497458;147267;646818;518794;151069;91100;34614
57;0;2023-07-10;813106;786158;590371;138561;804810;636691;143047;82087;26684
58;0;2023-07-10;165688;161825;128128;40214;164086;136139;41792;22413;9319
59;0;2023-07-10;2027409;1952726;1437933;358094;2006512;1577565;385963;230062;86875
60;0;2023-07-10;637724;612070;440802;103514;631007;483265;109060;63640;24203
61;0;2023-07-10;227323;221551;171734;45852;224979;182594;47739;26607;9509
62;0;2023-07-10;1198867;1165061;880499;215943;1187666;956404;226481;131230;48857
63;0;2023-07-10;530497;514812;389404;103813;525534;417657;106906;64515;24036
64;0;2023-07-10;567355;551035;419109;118383;561659;442290;119511;74082;27625
65;0;2023-07-10;185478;179885;137144;36421;183383;145728;37584;21352;7130
66;0;2023-07-10;381947;366950;275171;78646;377100;292175;80714;48521;19894
67;0;2023-07-10;907298;874856;650280;159299;898670;703724;166786;99020;34110
68;0;2023-07-10;568346;547490;399770;89463;562201;434655;94103;54428;17276
69;0;2023-07-10;1467740;1396972;977905;249273;1453121;1097989;269715;172680;65487
70;0;2023-07-10;184767;179293;134945;31209;182907;145478;32336;17394;5746
71;0;2023-07-10;448103;435753;331921;98029;444097;357874;102332;58078;21501
72;0;2023-07-10;465318;452865;346200;96580;460801;367873;100648;57934;22522
73;0;2023-07-10;349005;334241;235033;60685;345474;259640;63767;40685;13873
74;0;2023-07-10;613476;582481;390789;87760;607483;438442;93781;57571;18320
75;0;2023-07-10;1783988;1703993;1253873;334651;1765829;1395363;362867;254917;97415
76;0;2023-07-10;1021030;991149;756474;213025;1010970;809690;223167;135481;54717
77;0;2023-07-10;1083005;1029028;717262;164042;1070407;797595;175372;107821;40485
78;0;2023-07-10;1151957;1101731;799464;206492;1139767;873155;217571;144557;57765
79;0;2023-07-10;311536;304230;236552;65722;308678;250587;68402;40238;14610
80;0;2023-07-10;463777;451205;347033;93309;459219;371588;97252;57559;22685
81;0;2023-07-10;309772;298904;224323;60951;306336;240868;63158;37654;12909
82;0;2023-07-10;203400;195996;145141;36960;200824;155086;38561;22501;8274
83;0;2023-07-10;854967;816282;593594;165107;843362;646138;171474;102217;39355
84;0;2023-07-10;431313;409757;289797;75301;425448;319216;79678;48105;18144
85;0;2023-07-10;596960;584078;454516;137777;592073;478644;141502;85506;31491
86;0;2023-07-10;350380;341938;267975;81287;346960;281115;82987;50652;20453
87;0;2023-07-10;303294;295315;233269;70518;300384;244099;71941;43683;16970
88;0;2023-07-10;291269;282405;211404;53852;288529;229912;56747;31542;10452
89;0;2023-07-10;264288;256077;194189;55837;261331;206037;57588;33942;13762
90;0;2023-07-10;105036;101156;74850;17946;103951;80512;18454;10631;3731
91;0;2023-07-10;989285;937896;653762;158320;977245;723504;167386;107933;42377
92;0;2023-07-10;1280429;1221523;886663;213994;1267977;983190;230804;156424;58363
93;0;2023-07-10;1124376;1030675;642671;109444;1106264;743898;124239;71180;23223
94;0;2023-07-10;1053567;993198;685860;161177;1041773;772383;173773;112540;42217
95;0;2023-07-10;924869;865168;576263;122594;912616;652039;132847;79493;29791
971;0;2023-07-10;152189;139567;83939;8656;146147;89052;8933;4103;1021
972;0;2023-07-10;150824;138910;88552;8535;145560;92934;9048;3581;1055
973;0;2023-07-10;100359;84326;41870;3086;90493;46361;3569;1604;313
974;0;2023-07-10;580670;552469;359397;28839;568420;371833;31462;10270;3430
976;0;2023-07-10;162398;135078;47058;947;139831;51569;2044;1941;89
977;0;2023-07-10;9018;8413;5471;351;8745;6039;458;138;49
978;0;2023-07-10;14857;12949;6371;651;14004;6940;743;366;108
